Input image,Inclusive mask,Exclusive mask,LI (overall),LI (SD),LI (min),LI (max),LI_T25 (overall),LI_T25 (SD),wm_LI,wm_lowCI,wm_highCI,Variance Weighting,Clustering,Source path,Lower threshold,Bootstrap sample (percent),Sample size: Minimum,Sample size: Maximum
"OXF15__PD_tstat1.nii,1",LI-temporal-mask,none,-0.41,0.2,-0.73,-0.13,-0.38,0.12,-0.47,-0.73,-0.22,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,41.6667,5,10000
"OXF16__PD_tstat1.nii,1",LI-temporal-mask,none,0.46,0.17,0.21,0.8,0.43,0.092,0.49,0.27,0.79,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,38.4615,5,10000
"OXF17__PD_tstat1.nii,1",LI-temporal-mask,none,-0.31,0.092,-0.63,-0.2,-0.28,0.0098,-0.31,-0.62,-0.24,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,83.3333,5,10000
"OXF18__PD_tstat1.nii,1",LI-temporal-mask,none,-0.32,0.25,-0.81,-0.011,-0.25,0.11,-0.41,-0.81,-0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,83.3333,5,10000
"OXF19__PD_tstat1.nii,1",LI-temporal-mask,none,-0.29,0.19,-0.82,-0.039,-0.26,0.089,-0.35,-0.82,-0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,100,5,10000
"OXF20__PD_tstat1.nii,1",LI-temporal-mask,none,0.14,0.17,-0.06,0.6,0.091,0.041,0.17,-0.043,0.56,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,41.6667,5,10000
"OXF21__PD_tstat1.nii,1",LI-temporal-mask,none,-0.2,0.16,-0.47,0.068,-0.21,0.097,-0.22,-0.45,-0.047,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,62.5,5,10000
"OXF22__PD_tstat1.nii,1",LI-temporal-mask,none,-0.21,0.2,-0.77,0.044,-0.17,0.091,-0.29,-0.77,-0.041,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,29.4118,5,10000
"OXF23__PD_tstat1.nii,1",LI-temporal-mask,none,-0.1,0.086,-0.4,0.055,-0.094,0.021,-0.13,-0.39,-0.062,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,25,5,10000
"OXF24__PD_tstat1.nii,1",LI-temporal-mask,none,-0.042,0.065,-0.21,0.056,-0.019,0.017,-0.066,-0.21,-0.014,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,25,5,10000
"OXF25__PD_tstat1.nii,1",LI-temporal-mask,none,-0.33,0.32,-0.97,0.05,-0.26,0.16,-0.46,-0.97,-0.038,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,62.5,5,10000
"OXF26__PD_tstat1.nii,1",LI-temporal-mask,none,0.46,0.23,0.12,0.81,0.45,0.14,0.53,0.17,0.79,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,50,5,10000
"OXF27__PD_tstat1.nii,1",LI-temporal-mask,none,0.063,0.13,-0.088,0.49,0.024,0.04,0.12,-0.064,0.46,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,41.6667,5,10000
"BAN01__WC_tstat1.nii,1",LI-temporal-mask,none,-0.41,0.32,-0.96,-0.068,-0.33,0.19,-0.51,-0.96,-0.14,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"BAN02__WC_tstat1.nii,1",LI-temporal-mask,none,0.027,0.092,-0.18,0.22,0.015,0.047,0.026,-0.17,0.16,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"BAN03__WC_tstat1.nii,1",LI-temporal-mask,none,-0.91,0.087,-1,-0.72,-0.93,0.04,-0.69,-1,-0.86,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"BAN04__WC_tstat1.nii,1",LI-temporal-mask,none,-0.24,0.15,-0.58,-0.04,-0.21,0.075,-0.29,-0.56,-0.12,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"BAN05__WC_tstat1.nii,1",LI-temporal-mask,none,-0.35,0.22,-0.81,-0.086,-0.3,0.11,-0.42,-0.81,-0.16,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"BAN06__WC_tstat1.nii,1",LI-temporal-mask,none,-0.21,0.22,-0.81,-0.028,-0.11,0.047,-0.28,-0.81,-0.079,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"BAN07__WC_tstat1.nii,1",LI-temporal-mask,none,0.26,0.31,-0.13,0.77,0.23,0.21,0.39,-0.12,0.76,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"BAN08__WC_tstat1.nii,1",LI-temporal-mask,none,0.092,0.13,-0.089,0.49,0.044,0.017,0.13,-0.046,0.41,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"BAN09__WC_tstat1.nii,1",LI-temporal-mask,none,-0.078,0.054,-0.19,0.098,-0.092,0.021,-0.049,-0.17,-0.0078,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"BAN10__WC_tstat1.nii,1",LI-temporal-mask,none,-0.071,0.17,-0.33,0.28,-0.11,0.076,-0.01,-0.32,0.21,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"BAN11__WC_tstat1.nii,1",LI-temporal-mask,none,-0.14,0.22,-0.73,0.058,-0.043,0.043,-0.21,-0.72,-0.00026,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,26.3158,5,10000
"BAN12__WC_tstat1.nii,1",LI-temporal-mask,none,-0.066,0.13,-0.48,0.076,-0.02,0.035,-0.12,-0.47,0.013,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"BAN13__WC_tstat1.nii,1",LI-temporal-mask,none,-0.31,0.26,-0.75,0.082,-0.29,0.16,-0.39,-0.74,-0.046,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,33.3333,5,10000
"BAN14__WC_tstat1.nii,1",LI-temporal-mask,none,-0.16,0.085,-0.41,0.048,-0.15,0.03,-0.16,-0.39,-0.031,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,50,5,10000
"BAN15__WC_tstat1.nii,1",LI-temporal-mask,none,-0.15,0.38,-0.9,0.19,-0.015,0.19,-0.3,-0.9,0.15,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,41.6667,5,10000
"BAN16__WC_tstat1.nii,1",LI-temporal-mask,none,-0.27,0.34,-0.89,0.079,-0.18,0.2,-0.39,-0.89,0.029,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,25,5,10000
"BAN17__WC_tstat1.nii,1",LI-temporal-mask,none,-0.26,0.16,-0.56,-0.065,-0.22,0.091,-0.31,-0.56,-0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"BAN18__WC_tstat1.nii,1",LI-temporal-mask,none,-0.38,0.25,-0.86,-0.0049,-0.36,0.12,-0.46,-0.85,-0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"BAN19__WC_tstat1.nii,1",LI-temporal-mask,none,-0.44,0.19,-0.87,-0.19,-0.38,0.046,-0.45,-0.86,-0.25,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"BAN21__WC_tstat1.nii,1",LI-temporal-mask,none,-0.42,0.2,-0.87,-0.17,-0.37,0.087,-0.47,-0.86,-0.26,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"BAN22__WC_tstat1.nii,1",LI-temporal-mask,none,-0.47,0.2,-0.91,-0.2,-0.43,0.095,-0.51,-0.91,-0.3,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"BAN23__WC_tstat1.nii,1",LI-temporal-mask,none,0.36,0.21,0.032,0.8,0.33,0.06,0.42,0.098,0.77,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"BAN24__WC_tstat1.nii,1",LI-temporal-mask,none,-0.3,0.25,-0.79,0.06,-0.27,0.13,-0.4,-0.79,-0.047,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF01__WC_tstat1.nii,1",LI-temporal-mask,none,-0.19,0.18,-0.51,0.039,-0.15,0.11,-0.23,-0.5,-1.60E-05,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,35.7143,5,10000
"OXF02__WC_tstat1.nii,1",LI-temporal-mask,none,-0.15,0.16,-0.7,0.013,-0.1,0.024,-0.18,-0.69,-0.037,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF03__WC_tstat1.nii,1",LI-temporal-mask,none,-0.04,0.11,-0.28,0.28,-0.045,0.04,-0.051,-0.27,0.25,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"OXF04__WC_tstat1.nii,1",LI-temporal-mask,none,-0.32,0.26,-0.86,-0.065,-0.21,0.092,-0.41,-0.86,-0.16,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF05__WC_tstat1.nii,1",LI-temporal-mask,none,0.24,0.13,0.047,0.6,0.24,0.037,0.28,0.1,0.56,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,25,5,10000
"OXF06__WC_tstat1.nii,1",LI-temporal-mask,none,0.069,0.21,-0.1,0.77,-0.001,0.016,0.12,-0.087,0.76,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF07__WC_tstat1.nii,1",LI-temporal-mask,none,-0.47,0.22,-0.88,-0.13,-0.45,0.12,-0.53,-0.88,-0.24,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,41.6667,5,10000
"OXF08__WC_tstat1.nii,1",LI-temporal-mask,none,-0.065,0.1,-0.2,0.18,-0.099,0.027,-0.017,-0.19,0.14,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,50,5,10000
"OXF09__WC_tstat1.nii,1",LI-temporal-mask,none,-0.36,0.31,-0.92,0.0082,-0.3,0.16,-0.49,-0.92,-0.054,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF10__WC_tstat1.nii,1",LI-temporal-mask,none,0.28,0.2,0.067,0.83,0.22,0.06,0.34,0.12,0.82,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,41.6667,5,10000
"OXF11__WC_tstat1.nii,1",LI-temporal-mask,none,-0.47,0.3,-0.98,-0.065,-0.43,0.16,-0.55,-0.98,-0.18,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF12__WC_tstat1.nii,1",LI-temporal-mask,none,0.12,0.18,-0.11,0.47,0.085,0.11,0.21,-0.087,0.43,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"OXF14__WC_tstat1.nii,1",LI-temporal-mask,none,-0.16,0.14,-0.6,0.066,-0.14,0.023,-0.21,-0.59,-0.086,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,33.3333,5,10000
"OXF15__WC_tstat1.nii,1",LI-temporal-mask,none,-0.35,0.17,-0.56,-0.07,-0.37,0.11,-0.4,-0.56,-0.16,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"OXF16__WC_tstat1.nii,1",LI-temporal-mask,none,0.28,0.19,0.071,0.75,0.21,0.07,0.34,0.12,0.71,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"OXF17__WC_tstat1.nii,1",LI-temporal-mask,none,-0.41,0.21,-0.75,-0.085,-0.39,0.12,-0.47,-0.74,-0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"OXF18__WC_tstat1.nii,1",LI-temporal-mask,none,-0.35,0.16,-0.66,-0.09,-0.34,0.086,-0.38,-0.65,-0.21,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"OXF19__WC_tstat1.nii,1",LI-temporal-mask,none,-0.3,0.18,-0.68,-0.021,-0.31,0.11,-0.36,-0.67,-0.094,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,50,5,10000
"OXF20__WC_tstat1.nii,1",LI-temporal-mask,none,0.37,0.19,0.15,0.7,0.34,0.14,0.42,0.16,0.63,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"OXF21__WC_tstat1.nii,1",LI-temporal-mask,none,-0.39,0.17,-0.8,-0.074,-0.4,0.046,-0.44,-0.79,-0.26,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"OXF22__WC_tstat1.nii,1",LI-temporal-mask,none,-0.089,0.14,-0.29,0.25,-0.12,0.061,-0.048,-0.27,0.18,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"OXF23__WC_tstat1.nii,1",LI-temporal-mask,none,-0.29,0.16,-0.67,-0.085,-0.26,0.081,-0.34,-0.66,-0.15,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,27.7778,5,10000
"OXF24__WC_tstat1.nii,1",LI-temporal-mask,none,-0.13,0.2,-0.66,0.058,-0.053,0.054,-0.22,-0.65,-0.0013,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"OXF25__WC_tstat1.nii,1",LI-temporal-mask,none,-0.4,0.29,-0.94,-0.0038,-0.36,0.14,-0.49,-0.94,-0.12,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,25,5,10000
"OXF26__WC_tstat1.nii,1",LI-temporal-mask,none,0.41,0.21,0.12,0.87,0.37,0.085,0.46,0.18,0.86,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,25,5,10000
"OXF27__WC_tstat1.nii,1",LI-temporal-mask,none,-0.046,0.15,-0.59,0.096,-0.0092,0.027,-0.078,-0.58,0.046,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"BAN01_SC_tstat1.nii,1",LI-temporal-mask,none,-0.05,0.23,-0.76,0.2,0.015,0.021,-0.12,-0.76,0.16,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"BAN02_SC_tstat1.nii,1",LI-temporal-mask,none,0.27,0.35,-0.12,0.91,0.19,0.19,0.42,-0.1,0.9,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"BAN03_SC_tstat1.nii,1",LI-temporal-mask,none,-0.9,0.077,-0.99,-0.76,-0.91,0.044,-0.68,-0.99,-0.84,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"BAN04_SC_tstat1.nii,1",LI-temporal-mask,none,0.32,0.14,0.052,0.59,0.31,0.045,0.35,0.16,0.56,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,33.3333,5,10000
"BAN05_SC_tstat1.nii,1",LI-temporal-mask,none,0.0027,0.062,-0.17,0.13,0.0078,0.028,-0.014,-0.15,0.068,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"BAN06_SC_tstat1.nii,1",LI-temporal-mask,none,0.023,0.14,-0.26,0.32,0.045,0.055,-0.014,-0.24,0.29,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,41.6667,5,10000
"BAN07_SC_tstat1.nii,1",LI-temporal-mask,none,0.55,0.086,0.34,0.74,0.56,0.021,0.53,0.48,0.72,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"BAN08_SC_tstat1.nii,1",LI-temporal-mask,none,-0.44,0.14,-0.76,-0.22,-0.44,0.072,-0.46,-0.75,-0.29,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"BAN09_SC_tstat1.nii,1",LI-temporal-mask,none,-0.1,0.22,-0.48,0.16,-0.053,0.14,-0.2,-0.46,0.1,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"BAN10_SC_tstat1.nii,1",LI-temporal-mask,none,-0.14,0.18,-0.61,0.03,-0.067,0.03,-0.2,-0.61,-0.015,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"BAN11_SC_tstat1.nii,1",LI-temporal-mask,none,0.01,0.23,-0.58,0.24,0.087,0.073,-0.085,-0.57,0.19,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"BAN12_SC_tstat1.nii,1",LI-temporal-mask,none,-0.095,0.21,-0.73,0.079,-0.0088,0.042,-0.17,-0.73,0.046,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,29.4118,5,10000
"BAN13_SC_tstat1.nii,1",LI-temporal-mask,none,0.2,0.16,-0.27,0.49,0.2,0.06,0.17,-0.25,0.42,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN14_SC_tstat1.nii,1",LI-temporal-mask,none,-0.17,0.1,-0.33,0.067,-0.18,0.044,-0.13,-0.33,-0.016,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"BAN15_SC_tstat1.nii,1",LI-temporal-mask,none,0.34,0.093,0.14,0.61,0.34,0.022,0.3,0.15,0.59,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,41.6667,5,10000
"BAN16_SC_tstat1.nii,1",LI-temporal-mask,none,-0.38,0.33,-0.91,-0.0045,-0.31,0.21,-0.5,-0.9,-0.06,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN17_SC_tstat1.nii,1",LI-temporal-mask,none,0.26,0.21,-0.062,0.66,0.23,0.097,0.33,0.027,0.61,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN18_SC_tstat1.nii,1",LI-temporal-mask,none,-0.4,0.26,-0.87,-0.087,-0.35,0.14,-0.49,-0.87,-0.16,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,38.4615,5,10000
"BAN19_SC_tstat1.nii,1",LI-temporal-mask,none,-0.0079,0.33,-0.26,0.77,-0.16,0.085,0.14,-0.25,0.75,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN21_SC_tstat1.nii,1",LI-temporal-mask,none,-0.3,0.24,-0.88,-0.056,-0.22,0.11,-0.38,-0.87,-0.1,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"BAN22_SC_tstat1.nii,1",LI-temporal-mask,none,-0.18,0.19,-0.58,0.048,-0.15,0.11,-0.26,-0.57,-0.0099,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"BAN23_SC_tstat1.nii,1",LI-temporal-mask,none,0.38,0.29,0.023,0.93,0.31,0.14,0.47,0.089,0.93,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"BAN24_SC_tstat1.nii,1",LI-temporal-mask,none,0.27,0.085,0.091,0.48,0.27,0.039,0.26,0.16,0.44,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"OXF01__SC_tstat1.nii,1",LI-temporal-mask,none,0.31,0.19,0.12,0.81,0.24,0.056,0.35,0.14,0.79,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"OXF02__SC_tstat1.nii,1",LI-temporal-mask,none,-0.44,0.27,-0.91,-0.095,-0.4,0.16,-0.52,-0.9,-0.18,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"OXF03__SC_tstat1.nii,1",LI-temporal-mask,none,-0.064,0.18,-0.54,0.15,-0.021,0.089,-0.14,-0.53,0.12,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"OXF04__SC_tstat1.nii,1",LI-temporal-mask,none,-0.14,0.29,-0.85,0.1,-0.0077,0.079,-0.24,-0.85,0.059,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,33.3333,5,10000
"OXF05__SC_tstat1.nii,1",LI-temporal-mask,none,-0.22,0.26,-0.77,0.01,-0.1,0.081,-0.31,-0.76,-0.041,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"OXF06__SC_tstat1.nii,1",LI-temporal-mask,none,-0.14,0.2,-0.73,0.019,-0.054,0.03,-0.21,-0.72,-0.02,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"OXF07__SC_tstat1.nii,1",LI-temporal-mask,none,-0.42,0.25,-0.87,-0.076,-0.4,0.14,-0.5,-0.86,-0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"OXF08__SC_tstat1.nii,1",LI-temporal-mask,none,0.056,0.067,-0.14,0.18,0.058,0.03,0.064,-0.14,0.15,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,35.7143,5,10000
"OXF09__SC_tstat1.nii,1",LI-temporal-mask,none,0.36,0.2,0.095,0.77,0.32,0.078,0.43,0.13,0.76,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"OXF10__SC_tstat1.nii,1",LI-temporal-mask,none,0.28,0.14,0.067,0.56,0.27,0.096,0.32,0.1,0.53,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,31.25,5,10000
"OXF11__SC_tstat1.nii,1",LI-temporal-mask,none,-0.074,0.28,-0.64,0.2,0.034,0.12,-0.18,-0.64,0.16,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"OXF12__SC_tstat1.nii,1",LI-temporal-mask,none,0.062,0.055,-0.032,0.23,0.053,0.029,0.083,-0.0095,0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,35.7143,5,10000
"OXF13__SC_tstat1.nii,1",LI-temporal-mask,none,0.17,0.12,0.048,0.61,0.14,0.02,0.18,0.062,0.59,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"OXF14__SC_tstat1.nii,1",LI-temporal-mask,none,-0.39,0.22,-0.79,-0.081,-0.35,0.09,-0.46,-0.79,-0.19,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"OXF15__SC_tstat1.nii,1",LI-temporal-mask,none,-0.075,0.091,-0.32,0.022,-0.044,0.03,-0.11,-0.32,-0.018,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,33.3333,5,10000
"OXF16__SC_tstat1.nii,1",LI-temporal-mask,none,0.31,0.2,0.047,0.78,0.26,0.067,0.37,0.11,0.75,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"OXF17__SC_tstat1.nii,1",LI-temporal-mask,none,-0.3,0.12,-0.55,-0.15,-0.26,0.064,-0.32,-0.54,-0.22,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,41.6667,5,10000
"OXF18__SC_tstat1.nii,1",LI-temporal-mask,none,-0.14,0.044,-0.3,-0.041,-0.14,0.014,-0.14,-0.29,-0.09,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"OXF19__SC_tstat1.nii,1",LI-temporal-mask,none,0.097,0.1,-0.26,0.26,0.099,0.023,0.084,-0.25,0.21,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,35.7143,5,10000
"OXF20__SC_tstat1.nii,1",LI-temporal-mask,none,0.47,0.22,0.19,0.92,0.42,0.11,0.52,0.23,0.92,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"OXF21__SC_tstat1.nii,1",LI-temporal-mask,none,0.034,0.094,-0.27,0.23,0.024,0.028,0.038,-0.26,0.16,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,35.7143,5,10000
"OXF22__SC_tstat1.nii,1",LI-temporal-mask,none,0.31,0.26,0.032,0.88,0.23,0.12,0.4,0.065,0.87,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"OXF23__SC_tstat1.nii,1",LI-temporal-mask,none,0.25,0.29,-0.057,0.84,0.17,0.15,0.36,-0.04,0.83,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,38.4615,5,10000
"OXF24__SC_tstat1.nii,1",LI-temporal-mask,none,0.15,0.14,-0.015,0.42,0.11,0.091,0.2,-0.0024,0.37,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,31.25,5,10000
"OXF25__SC_tstat1.nii,1",LI-temporal-mask,none,0.16,0.14,0.034,0.63,0.11,0.021,0.2,0.05,0.61,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"OXF26__SC_tstat1.nii,1",LI-temporal-mask,none,0.043,0.12,-0.27,0.2,0.078,0.038,-0.00047,-0.26,0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"OXF27__SC_tstat1.nii,1",LI-temporal-mask,none,0.3,0.24,0.039,0.86,0.21,0.071,0.38,0.074,0.85,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,31.25,5,10000
"BAN01__SD_tstat1.nii,1",LI-temporal-mask,none,0.21,0.24,-0.036,0.9,0.14,0.074,0.3,0.0011,0.9,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,100,5,10000
"BAN02__SD_tstat1.nii,1",LI-temporal-mask,none,0.25,0.31,-0.1,0.9,0.17,0.13,0.36,-0.049,0.89,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
"BAN03__SD_tstat1.nii,1",LI-temporal-mask,none,0.11,0.14,-0.26,0.27,0.16,0.03,0.047,-0.25,0.23,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,31.25,5,10000
"BAN04__SD_tstat1.nii,1",LI-temporal-mask,none,0.18,0.22,-0.4,0.49,0.21,0.081,0.13,-0.4,0.43,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
"BAN05__SD_tstat1.nii,1",LI-temporal-mask,none,0.4,0.22,0.06,0.7,0.41,0.15,0.46,0.11,0.66,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,71.4286,5,10000
"BAN06__SD_tstat1.nii,1",LI-temporal-mask,none,0.5,0.21,0.19,0.86,0.48,0.12,0.52,0.28,0.85,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
"BAN07__SD_tstat1.nii,1",LI-temporal-mask,none,-0.075,0.29,-0.81,0.21,0.033,0.11,-0.2,-0.81,0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,50,5,10000
"BAN08__SD_tstat1.nii,1",LI-temporal-mask,none,0.4,0.2,0.12,0.81,0.34,0.097,0.44,0.17,0.79,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,50,5,10000
"BAN09__SD_tstat1.nii,1",LI-temporal-mask,none,0.34,0.17,0.11,0.72,0.31,0.1,0.39,0.16,0.69,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,62.5,5,10000
"BAN10__SD_tstat1.nii,1",LI-temporal-mask,none,0.47,0.28,0.022,0.82,0.5,0.19,0.57,0.11,0.8,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,71.4286,5,10000
"BAN11__SD_tstat1.nii,1",LI-temporal-mask,none,0.21,0.16,0.048,0.68,0.15,0.013,0.25,0.068,0.64,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,83.3333,5,10000
"BAN12__SD_tstat1.nii,1",LI-temporal-mask,none,-0.071,0.14,-0.4,0.28,-0.057,0.031,-0.069,-0.38,0.22,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,45.4545,5,10000
